,Age,Location,Phone Brand,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Gender_Male,Gender_Other,OS_iOS
10417,31,5,7,2.9,8.2,105.8,10,2.3,7676,2.4,3.1,458,3,1,0,0
10418,44,8,2,4.0,9.1,117.8,184,2.2,5320,7.5,1.7,146,1,0,0,0
10419,54,1,4,9.9,37.3,69.2,77,4.2,7733,7.0,1.0,1793,1,1,0,0
10420,15,2,8,10.6,8.5,27.8,128,3.5,3789,4.9,1.5,837,0,0,0,0
10421,27,7,9,4.6,3.6,160.5,71,5.0,6875,5.4,2.9,211,0,0,0,0
10422,57,2,4,8.2,2.8,282.2,25,1.5,9812,4.3,2.0,285,4,0,0,0
10423,57,2,8,8.3,3.6,90.9,63,5.1,3703,0.5,0.0,1766,4,0,0,0
10424,46,3,8,7.1,49.8,261.4,26,3.4,2120,5.4,4.9,432,4,1,0,0
10425,23,2,2,11.1,9.6,281.8,177,2.2,368,6.4,0.4,301,2,0,0,0
10426,24,1,9,4.1,39.9,76.7,12,3.6,7553,4.8,1.2,228,1,0,1,0
10427,47,8,4,4.7,5.9,164.2,196,3.8,5054,4.5,4.8,1326,0,1,0,0
10428,38,9,6,1.8,11.1,228.0,106,5.5,7006,5.6,3.2,1667,0,0,0,0
10429,58,9,6,8.1,14.3,176.9,157,5.9,7714,6.5,3.5,1849,4,0,0,0
10430,17,5,4,8.5,36.6,19.5,130,5.2,9294,4.5,3.8,645,4,0,0,0
10431,49,8,7,11.3,20.1,176.6,30,1.5,6452,2.2,0.5,1728,3,0,0,0
10432,40,5,7,7.7,25.3,107.8,143,4.5,5631,5.1,0.1,1528,3,0,1,0
10433,51,5,3,5.0,10.3,175.1,15,2.3,8805,3.6,4.9,267,1,0,0,0
10434,29,2,2,8.7,10.6,250.3,119,4.4,1353,4.4,0.6,1347,1,0,0,0
10435,54,2,8,2.7,44.9,226.9,117,0.7,3880,4.5,2.8,1500,3,0,0,0
10436,37,7,8,7.8,16.0,205.8,21,1.2,5419,2.2,1.5,1255,4,0,1,0
10437,27,6,6,3.1,26.7,251.0,89,5.2,466,7.8,2.7,1063,2,0,0,0
10438,58,8,1,9.5,44.5,247.7,29,0.5,2135,2.1,3.7,978,0,1,0,0
10439,50,8,3,5.6,9.2,121.9,26,3.3,1108,4.5,0.1,1156,0,1,0,0
10440,21,5,1,2.0,5.0,147.5,179,2.7,4408,4.0,0.2,539,0,0,0,0
10441,45,9,2,10.9,18.3,171.6,56,2.9,5995,6.4,1.0,804,3,1,0,0
10442,15,8,6,4.5,3.2,225.0,98,1.2,9503,5.8,1.8,1023,0,0,0,0
10443,28,0,2,8.8,43.6,144.4,121,3.7,1245,0.7,0.1,1504,4,0,0,0
10444,28,9,5,7.6,13.7,113.3,32,1.3,5310,0.8,4.1,1112,3,1,0,0
10445,15,9,8,10.3,42.6,40.7,176,1.9,7747,1.9,1.3,204,3,0,1,0
10446,60,1,9,8.4,30.6,174.2,26,6.0,9941,2.2,1.2,888,1,0,0,0
10447,17,4,8,6.2,3.8,153.7,94,4.0,2973,7.5,0.7,576,1,1,0,0
10448,22,7,9,11.0,4.8,232.2,141,0.8,1973,2.6,0.5,1985,3,0,0,0
10449,29,3,5,4.5,10.6,84.3,47,5.6,9595,4.8,1.6,1382,4,0,0,0
10450,51,6,3,4.3,38.6,218.1,133,1.4,7051,6.1,4.3,987,1,0,1,0
10451,37,2,0,1.4,4.0,112.6,167,5.4,667,4.1,1.6,911,2,0,1,1
10452,18,2,3,11.7,30.7,283.5,48,5.7,7920,6.5,4.5,1105,3,0,1,0
10453,60,2,8,3.6,10.0,78.1,87,1.2,9731,7.9,1.6,1440,2,0,0,0
10454,25,9,8,3.8,44.5,127.9,162,3.2,8976,8.0,1.5,1672,1,1,0,0
10455,60,0,8,6.3,37.6,226.1,19,5.3,5963,2.5,3.7,1753,2,0,1,0
10456,34,2,3,2.2,47.3,132.1,27,2.7,1608,2.6,0.8,1234,3,1,0,0
10457,26,8,9,9.5,12.1,243.8,62,4.6,7360,1.7,2.3,1931,1,1,0,0
10458,39,1,1,5.8,29.1,53.4,22,2.9,9884,0.7,2.4,1296,3,0,1,0
10459,56,3,6,9.4,46.7,60.2,100,5.6,499,2.1,3.0,1136,2,0,1,0
10460,34,4,4,8.6,5.9,188.5,58,3.0,7100,7.7,4.9,974,1,1,0,0
10461,35,9,5,7.6,1.3,49.1,118,1.4,9593,3.9,0.6,586,2,1,0,0
10462,23,9,7,8.9,6.2,224.4,109,4.0,1964,2.4,2.9,1620,1,0,1,0
10463,18,5,7,2.3,47.7,128.8,35,0.8,7857,5.7,5.0,264,0,0,0,0
10464,16,8,0,12.0,30.8,231.6,88,5.0,669,6.9,2.8,241,4,1,0,1
10465,49,0,2,7.9,18.1,201.2,196,3.0,7682,1.4,4.0,1744,4,0,0,0
10466,48,8,6,10.7,2.3,173.8,55,5.6,6063,2.0,2.7,779,4,0,0,0
10467,36,5,0,11.3,23.8,213.4,181,4.9,640,0.9,3.9,549,3,0,1,1
10468,23,0,0,4.8,12.4,181.1,173,4.9,2834,4.3,0.4,190,0,1,0,1
10469,54,7,8,8.7,28.2,253.8,148,3.3,752,7.1,3.7,493,0,0,0,0
10470,54,3,6,5.5,45.4,169.2,140,2.3,5630,5.9,3.8,1576,1,0,1,0
10471,52,5,9,2.7,44.4,241.1,178,4.8,6672,1.1,4.1,1950,1,0,0,0
10472,50,3,1,2.4,40.4,250.6,159,3.0,5723,4.1,3.8,583,1,1,0,0
10473,32,6,7,4.1,1.3,189.9,126,5.4,1758,4.2,0.2,807,4,0,1,0
10474,51,4,3,8.7,6.0,123.2,156,4.2,4420,6.2,2.4,351,3,0,0,0
10475,57,5,4,1.9,17.4,255.9,120,2.5,3589,4.9,1.5,622,2,0,1,0
10476,40,0,9,11.9,13.8,141.6,72,1.7,3468,1.0,2.5,572,1,1,0,0
10477,41,1,0,7.8,18.8,135.8,51,1.5,3542,4.9,0.7,1488,1,1,0,1
10478,51,3,7,1.6,1.3,171.1,142,3.8,2146,2.1,2.1,1692,0,1,0,0
10479,60,3,3,2.3,42.2,267.9,178,2.0,1278,7.5,3.0,1358,1,0,0,0
10480,55,7,1,7.2,5.2,175.4,163,2.1,8628,4.2,0.4,183,0,1,0,0
10481,22,0,3,8.6,12.9,294.3,143,2.6,2307,1.0,3.8,119,0,0,0,0
10482,18,5,4,1.4,30.3,105.4,26,2.9,8884,6.4,0.1,1641,0,1,0,0
10483,28,7,7,7.8,49.6,290.2,73,3.2,3143,3.4,4.9,1767,2,0,1,0
10484,58,4,1,1.7,24.0,139.9,16,2.3,1835,1.6,2.0,1966,3,0,0,0
10485,42,2,4,10.8,30.1,247.3,17,1.7,7006,0.5,2.4,1205,2,1,0,0
10486,25,2,8,10.5,33.5,65.4,95,3.3,2667,0.6,2.4,1994,1,1,0,0
10487,28,8,3,6.5,44.3,181.9,105,3.1,3303,7.9,2.8,1430,2,0,1,0
10488,18,2,6,8.3,50.0,106.0,93,0.6,8314,3.8,0.6,1108,2,0,1,0
10489,55,0,7,5.7,30.5,292.9,192,4.0,2043,7.9,0.4,682,0,1,0,0
10490,25,6,9,3.3,6.6,255.4,157,2.9,4775,6.8,0.6,314,3,0,0,0
10491,51,2,3,11.5,12.2,94.3,159,5.9,7411,7.2,2.9,373,2,0,1,0
10492,60,8,1,3.1,8.3,223.1,107,4.1,4312,5.2,4.2,1241,2,1,0,0
10493,41,7,6,10.4,22.3,256.9,114,1.6,2899,1.9,1.2,398,4,1,0,0
10494,52,2,9,11.6,37.3,73.3,10,5.3,558,2.6,4.5,1032,0,0,0,0
10495,44,6,4,8.1,36.4,167.5,155,2.9,6242,4.1,4.8,492,3,0,0,0
10496,30,5,9,5.1,5.5,120.9,18,0.9,486,0.7,0.9,1203,2,0,1,0
10497,22,1,1,1.5,44.9,60.3,72,5.4,4584,4.4,0.1,1664,0,1,0,0
10498,27,9,8,8.8,11.2,217.1,17,0.5,8289,5.5,3.8,331,4,1,0,0
10499,56,8,9,9.1,11.3,172.5,151,3.2,806,6.0,1.1,1179,3,1,0,0
10500,27,8,6,1.3,40.4,45.6,188,1.1,8322,4.3,0.8,607,2,1,0,0
10501,22,6,1,5.4,33.7,23.9,172,1.8,2706,6.3,4.9,858,2,1,0,0
10502,20,0,7,8.4,19.1,20.3,199,5.9,1116,6.9,2.5,1836,1,0,0,0
10503,52,3,0,7.7,31.6,250.6,50,1.7,4398,7.9,4.6,1826,2,0,0,1
10504,47,5,5,6.6,25.0,274.5,168,5.0,1828,2.7,3.4,1627,3,0,1,0
10505,26,5,0,11.1,8.2,250.7,162,1.8,2101,6.1,1.2,1251,4,1,0,1
10506,53,3,1,10.9,15.6,45.1,175,2.5,1347,7.0,4.0,1460,0,1,0,0
10507,42,2,4,10.0,26.4,247.2,192,3.6,3195,4.1,1.2,1084,1,0,0,0
10508,57,3,6,9.8,44.0,133.2,30,2.1,2303,3.7,1.3,1678,4,1,0,0
10509,22,3,4,9.1,30.8,254.4,18,2.7,6815,0.6,3.0,807,4,0,1,0
10510,31,7,8,8.8,36.6,236.9,118,4.4,8704,0.8,1.9,395,1,1,0,0
10511,58,1,2,5.3,17.3,67.6,48,2.8,6280,3.3,3.9,1347,4,0,0,0
10512,44,9,6,7.8,4.7,202.6,99,2.6,184,1.1,2.3,631,1,0,0,0
10513,43,4,3,3.8,9.0,244.1,153,0.9,4044,5.8,1.3,1533,2,1,0,0
10514,29,1,1,3.5,27.3,208.9,67,5.7,5613,1.5,3.9,1085,4,0,1,0
10515,26,9,3,7.4,33.1,100.9,115,3.2,883,2.5,4.9,1690,0,1,0,0
10516,31,2,6,11.7,15.3,265.3,178,1.9,862,4.6,0.3,431,2,1,0,0
10517,54,9,0,4.9,41.0,124.6,191,1.5,8366,5.7,0.1,181,4,1,0,1
10518,34,1,3,10.4,4.4,163.7,58,5.5,911,7.1,1.6,1349,0,0,1,0
10519,17,3,3,7.0,37.3,135.2,189,3.7,8764,6.7,0.2,1178,3,1,0,0
10520,51,9,4,10.1,9.2,29.6,67,4.9,2693,6.9,4.5,549,0,0,1,0
10521,32,7,3,8.9,14.2,162.2,157,1.6,9873,0.8,4.5,515,0,1,0,0
10522,32,4,8,11.9,37.7,20.4,17,1.7,2882,0.7,0.1,255,0,0,1,0
10523,39,0,5,6.4,43.3,8.5,173,1.3,5890,5.0,4.0,1151,3,0,0,0
10524,35,1,8,6.6,11.5,63.6,173,3.4,9551,5.3,2.2,745,1,0,0,0
10525,17,3,4,9.6,9.6,171.9,183,2.9,6487,3.8,4.8,1411,2,1,0,0
10526,19,2,9,7.5,35.1,107.9,147,4.9,1201,4.9,2.0,768,0,1,0,0
10527,51,7,3,4.1,30.1,80.6,192,4.9,7205,1.9,3.5,1314,0,0,0,0
10528,35,1,7,4.5,18.1,87.4,200,4.9,4256,7.8,1.5,1352,1,0,0,0
10529,53,1,1,8.3,41.8,289.8,137,0.6,7657,7.1,0.2,1298,1,0,0,0
10530,59,1,6,6.1,29.8,283.9,152,3.4,279,3.4,3.4,705,1,0,0,0
10531,37,0,5,9.9,8.6,73.5,163,0.8,8920,1.6,0.9,1601,0,0,0,0
10532,57,7,7,9.7,27.0,59.1,113,5.8,8376,1.2,3.9,584,4,0,1,0
10533,50,7,6,4.1,26.7,102.8,96,3.6,1106,5.4,0.5,964,4,1,0,0
10534,49,8,7,1.8,48.0,130.7,10,5.0,9186,3.8,1.5,1324,3,0,0,0
10535,21,7,8,11.4,21.7,153.9,162,3.7,1715,5.9,4.5,311,2,1,0,0
10536,22,7,6,1.3,42.9,272.9,193,4.6,4757,1.2,1.1,1842,3,0,0,0
10537,55,4,7,11.1,22.3,54.1,100,5.6,6394,7.0,0.4,597,1,0,1,0
10538,36,3,9,10.2,49.5,65.3,19,5.3,8979,2.4,4.9,274,4,0,1,0
10539,55,2,6,11.6,34.6,82.4,125,1.3,1211,2.4,0.4,1965,4,1,0,0
10540,33,7,8,1.4,14.1,245.8,176,4.4,9337,7.0,1.7,993,4,0,0,0
10541,57,5,6,10.5,8.3,44.9,24,5.8,1949,3.1,3.5,1734,1,0,0,0
10542,44,1,0,9.5,47.0,249.8,49,1.1,2905,3.2,1.3,1260,1,0,0,1
10543,29,9,0,1.4,26.6,124.1,105,1.6,7525,0.8,1.5,1332,1,0,1,1
10544,39,8,1,5.5,49.7,151.4,160,5.1,7093,1.8,1.9,1974,3,1,0,0
10545,52,3,1,9.1,33.7,122.0,70,5.7,2045,0.6,3.2,708,1,0,0,0
10546,52,6,8,4.1,33.9,199.5,141,0.9,3909,4.5,5.0,924,0,0,0,0
10547,60,9,2,7.8,1.0,293.4,39,4.0,211,3.7,4.1,742,4,0,0,0
10548,42,1,2,2.0,22.2,232.7,109,5.0,513,4.4,2.3,1152,1,1,0,0
10549,47,9,8,6.1,18.8,265.2,91,5.4,4256,4.3,4.0,868,4,0,0,0
10550,47,3,4,5.4,48.5,288.2,66,5.6,2519,6.2,1.0,443,3,1,0,0
10551,30,0,6,5.0,34.6,280.6,198,3.2,3733,3.5,2.5,1760,2,0,0,0
10552,29,4,0,9.3,25.1,50.3,36,2.3,8971,3.9,1.8,1350,2,0,1,1
10553,37,8,3,5.1,13.7,171.2,102,5.0,3868,4.1,1.3,1483,0,0,1,0
10554,46,2,1,11.8,7.8,213.4,74,3.0,1220,4.4,3.8,724,0,1,0,0
10555,43,6,6,7.6,41.8,120.9,167,3.9,6168,6.3,1.1,301,2,1,0,0
10556,47,8,5,2.7,42.2,24.5,171,3.2,7800,1.6,2.9,1583,4,0,0,0
10557,39,4,6,10.2,43.8,63.9,174,0.9,2366,3.7,3.8,1353,1,0,0,0
10558,57,8,3,7.6,46.4,265.3,128,3.2,7114,2.5,4.3,798,3,0,0,0
10559,39,6,5,9.0,17.8,296.4,51,5.0,3468,7.8,2.0,945,1,0,0,0
10560,55,6,9,10.1,17.9,254.6,145,3.4,5337,6.7,1.4,1960,0,0,1,0
10561,58,0,8,1.9,23.0,56.8,68,1.2,7825,1.4,2.6,1517,1,0,0,0
10562,53,3,0,7.7,2.8,286.8,196,1.1,533,0.7,3.7,130,4,1,0,1
10563,32,4,9,2.5,14.1,264.0,70,4.9,1821,5.7,3.5,1964,0,1,0,0
10564,34,2,0,5.8,8.3,65.7,151,1.3,9301,2.3,2.3,1727,3,0,1,1
10565,51,2,8,2.6,46.4,59.3,200,2.5,5198,3.9,0.0,950,3,0,1,0
10566,53,0,4,10.6,46.9,29.9,186,1.7,3970,4.9,1.2,736,2,1,0,0
10567,46,9,2,6.3,47.2,158.6,199,5.1,5464,5.4,2.5,330,3,0,0,0
10568,22,1,7,8.7,16.1,39.1,149,2.3,3026,5.7,2.3,1782,4,0,1,0
10569,16,2,0,4.4,3.6,264.0,191,1.5,747,2.7,1.9,1540,0,0,0,1
10570,51,9,6,1.9,15.6,30.0,78,1.4,2826,4.2,1.4,1099,2,1,0,0
10571,54,4,0,5.3,17.8,263.3,127,0.6,3349,4.0,4.7,362,3,0,0,1
10572,21,0,9,1.6,21.4,250.6,154,3.4,9610,2.3,3.5,822,2,1,0,0
10573,60,2,5,1.6,2.6,51.0,41,0.6,3775,6.9,0.1,110,3,1,0,0
10574,54,7,6,9.5,35.9,199.1,40,3.2,9336,5.8,4.7,679,2,0,1,0
10575,21,6,2,9.5,12.5,181.9,189,2.0,9895,3.0,1.8,426,1,1,0,0
10576,49,6,2,5.5,32.6,47.0,80,3.5,3770,2.0,0.4,1899,2,0,1,0
10577,52,6,4,6.3,6.0,280.6,67,2.0,2343,6.7,4.9,1824,3,0,0,0
10578,57,7,1,4.6,18.9,61.0,74,5.2,9431,6.9,0.7,1327,3,0,1,0
10579,23,1,8,9.6,30.5,102.8,96,2.9,4933,0.6,3.7,130,3,0,1,0
10580,16,0,9,3.8,21.2,138.1,108,5.5,3052,2.4,3.3,1052,3,1,0,0
10581,47,9,4,10.1,25.1,199.2,171,4.5,6722,1.7,3.5,1731,2,0,0,0
10582,34,8,9,7.2,48.5,96.6,144,1.0,7671,3.6,1.6,148,2,0,0,0
10583,53,3,3,7.5,14.9,128.3,110,0.8,9984,2.0,2.4,993,3,1,0,0
10584,40,0,2,4.6,15.4,250.8,154,0.5,2953,3.0,1.3,1570,3,1,0,0
10585,60,4,8,8.7,10.1,51.4,156,5.4,8448,5.9,0.8,611,0,0,1,0
10586,57,9,1,5.7,33.1,199.2,70,1.1,2849,7.3,1.1,209,2,1,0,0
10587,53,6,4,1.4,8.1,171.7,56,3.7,6866,1.9,1.6,1922,1,0,0,0
10588,57,3,3,10.3,44.9,88.6,94,4.8,6602,2.8,1.2,322,1,1,0,0
10589,23,0,3,1.2,16.9,49.0,22,0.7,4628,3.9,4.0,1244,0,0,1,0
10590,31,7,6,1.8,1.8,152.5,27,1.5,1296,6.9,1.2,236,3,0,0,0
10591,54,0,2,12.0,19.9,174.1,59,5.9,1554,7.7,3.3,620,4,0,1,0
10592,45,0,1,1.0,9.9,287.5,115,1.5,294,6.1,3.7,748,0,0,0,0
10593,39,6,9,5.1,23.1,177.7,152,3.9,3844,5.6,3.6,1842,1,0,0,0
10594,46,8,7,10.6,30.8,82.9,126,5.6,3029,5.5,1.2,1083,0,0,1,0
10595,17,6,9,3.2,14.0,176.8,108,3.1,7604,7.6,2.2,1130,3,0,1,0
10596,58,5,1,5.8,47.7,133.0,58,2.5,3600,2.1,3.6,327,3,1,0,0
10597,20,3,9,10.0,20.8,102.9,192,4.7,6377,1.8,0.5,998,1,0,0,0
10598,19,5,7,4.0,20.5,243.6,159,2.0,6370,1.7,0.4,911,0,0,0,0
10599,18,6,4,4.4,45.1,250.0,162,1.4,6678,3.2,4.9,380,4,0,0,0
10600,19,5,8,11.1,19.3,269.0,198,1.0,4377,3.8,2.8,1667,2,0,0,0
10601,24,0,4,8.2,24.0,61.5,121,2.3,7528,2.0,3.0,238,1,0,1,0
10602,59,9,5,10.8,3.1,228.2,12,2.6,4421,1.2,3.2,1260,0,0,0,0
10603,18,7,9,4.2,25.8,291.1,63,3.5,9161,5.3,0.1,1772,3,0,1,0
10604,55,0,5,2.6,18.8,21.2,153,3.3,8999,5.6,4.2,1102,4,0,0,0
10605,35,0,5,6.1,28.9,60.5,138,3.7,5667,1.1,4.7,397,4,1,0,0
10606,18,8,7,5.4,37.4,22.6,158,3.9,5469,1.4,0.6,629,1,0,1,0
10607,16,4,6,11.4,43.2,76.1,117,1.2,2166,6.1,2.4,441,4,0,1,0
10608,54,2,3,11.9,8.9,63.6,29,0.6,1210,2.1,3.2,624,4,0,1,0
10609,30,1,7,2.3,13.9,123.1,66,3.5,3343,5.5,3.5,1394,3,1,0,0
10610,20,9,7,10.4,9.3,129.9,37,3.9,8154,3.2,0.6,1036,4,1,0,0
10611,19,1,5,5.4,16.4,124.7,193,3.2,6275,5.4,2.6,947,1,0,1,0
10612,56,7,6,6.9,13.4,199.0,46,1.8,3091,2.4,2.8,1581,4,0,0,0
10613,34,8,1,1.6,41.8,101.8,187,3.7,5202,0.8,1.1,339,3,0,0,0
10614,53,9,4,5.4,49.7,216.6,54,3.3,7651,0.6,1.5,1166,0,1,0,0
10615,60,8,4,1.9,40.0,175.8,68,3.4,5388,1.9,2.1,151,2,0,1,0
10616,41,3,2,1.5,28.4,126.7,127,1.4,3468,1.3,2.6,1434,4,1,0,0
10617,52,4,7,7.2,35.7,96.6,76,5.1,2889,6.5,2.5,1902,1,0,0,0
10618,54,3,4,10.0,48.8,57.3,56,5.3,3732,0.6,4.8,1691,2,1,0,0
10619,34,8,2,8.1,34.6,134.2,110,5.9,7631,3.8,4.4,608,1,0,0,0
10620,21,7,0,1.8,11.9,219.4,132,2.2,8574,2.5,1.5,506,2,0,0,1
10621,22,8,2,7.2,2.4,89.8,185,2.2,4176,1.6,2.0,1883,2,0,1,0
10622,33,6,6,7.7,12.8,125.5,121,3.6,2931,3.0,0.2,280,3,1,0,0
10623,45,8,1,10.9,15.1,165.2,157,3.2,4327,6.1,1.0,1036,0,0,1,0
10624,26,3,1,2.0,49.0,270.7,75,3.2,213,4.7,1.2,367,0,0,0,0
10625,39,1,4,6.8,40.0,161.7,170,3.2,7782,4.7,2.3,324,4,1,0,0
10626,45,1,2,1.2,9.7,20.9,17,3.8,1198,2.2,3.5,935,0,0,0,0
10627,38,0,2,8.9,11.0,33.6,50,4.3,9033,2.1,0.3,714,4,0,1,0
10628,23,0,9,6.7,42.8,26.4,21,2.1,2190,7.9,4.8,797,1,1,0,0
10629,41,4,7,8.9,23.5,225.6,177,0.8,7928,5.4,3.5,929,4,0,1,0
10630,21,1,0,11.8,20.7,151.8,181,1.0,2265,7.9,4.2,1997,2,0,1,1
10631,47,8,8,10.0,48.2,288.9,118,3.6,7158,2.8,3.8,738,3,0,0,0
10632,42,9,5,8.8,23.8,183.2,40,5.7,8998,2.2,0.1,1019,2,1,0,0
10633,18,1,3,7.0,32.5,226.3,131,5.2,4534,5.5,1.2,841,3,0,1,0
10634,31,9,9,2.2,14.7,235.6,126,1.9,5437,6.9,4.4,1509,0,1,0,0
10635,44,0,8,7.5,22.1,32.4,105,3.6,5738,2.4,1.3,1911,0,0,0,0
10636,57,3,6,4.8,48.6,247.1,196,2.7,1667,5.8,4.5,1235,3,0,0,0
10637,26,8,3,6.5,43.0,245.6,132,1.5,5551,6.7,4.9,525,2,0,1,0
10638,56,2,5,11.3,6.8,126.1,142,1.7,1216,1.3,1.6,446,0,0,0,0
10639,16,7,7,3.6,37.5,271.3,90,4.9,9561,3.1,2.8,1829,2,0,0,0
10640,21,2,1,4.7,9.0,125.1,175,3.4,6796,1.2,3.4,1778,1,1,0,0
10641,56,0,5,3.7,39.8,181.1,139,2.6,7455,3.3,1.4,1812,4,1,0,0
10642,22,8,8,5.6,19.1,7.4,114,5.0,1031,1.0,0.9,1502,2,0,1,0
10643,51,1,6,8.7,14.5,249.9,38,1.5,1761,3.0,4.1,498,1,0,1,0
10644,28,4,0,10.7,35.7,169.7,153,4.0,5827,6.8,0.3,1955,3,0,0,1
10645,35,1,9,1.4,43.4,221.0,48,5.3,8624,6.1,0.5,221,0,0,1,0
10646,56,8,2,4.8,34.4,110.9,129,5.6,7505,4.6,3.8,1416,4,1,0,0
10647,60,2,1,9.0,25.3,210.1,137,0.6,224,6.0,2.6,1526,4,0,1,0
10648,48,6,9,3.3,1.7,46.8,64,5.0,9456,0.7,3.9,710,1,1,0,0
10649,60,5,9,3.0,40.9,86.6,134,5.0,9801,7.3,2.0,1010,2,0,1,0
10650,21,0,2,4.5,29.9,274.4,108,4.2,4689,7.4,5.0,1986,3,1,0,0
10651,24,9,2,8.8,4.3,135.8,97,5.3,7205,3.5,0.3,708,0,0,1,0
10652,23,2,1,3.0,39.1,56.7,156,2.4,5811,0.8,0.2,1533,1,0,1,0
10653,30,0,1,7.6,9.7,260.5,30,5.2,3574,7.3,4.8,478,2,1,0,0
10654,48,6,0,10.7,32.7,73.8,43,2.0,1552,6.8,3.7,635,2,0,1,1
10655,28,5,7,10.5,8.7,28.0,119,2.7,846,5.1,1.1,1450,2,0,1,0
10656,57,2,2,11.8,4.6,163.9,95,5.6,2034,2.6,1.9,1406,0,0,0,0
10657,32,4,4,3.0,48.3,142.9,72,0.6,721,3.6,2.5,445,0,0,0,0
10658,29,5,1,3.0,22.5,188.6,52,4.1,7061,4.6,3.6,1729,4,0,1,0
10659,58,1,5,3.3,31.0,267.5,14,5.7,122,6.5,4.5,1057,3,0,0,0
10660,31,4,2,7.3,3.9,158.4,39,2.8,6515,4.0,2.7,973,3,0,0,0
10661,21,3,9,8.8,15.1,55.9,118,2.8,8084,0.5,0.8,1609,3,0,0,0
10662,31,3,9,9.1,24.8,97.4,178,1.9,1854,7.8,1.1,886,0,1,0,0
10663,51,1,4,1.9,18.1,63.7,100,2.2,7177,5.2,4.9,1134,1,0,1,0
10664,28,2,3,3.3,42.5,244.1,170,5.3,1904,0.6,5.0,947,0,0,1,0
10665,15,4,7,6.8,7.6,204.0,198,1.7,216,5.9,4.0,914,4,0,0,0
10666,29,6,6,9.1,30.1,70.9,184,3.5,1729,6.8,2.4,1212,0,0,1,0
10667,19,3,5,9.2,47.4,162.7,42,2.8,5178,4.7,0.9,1769,4,1,0,0
10668,59,8,2,5.5,37.5,84.3,10,4.4,4565,6.3,4.3,1641,4,0,1,0
10669,24,2,9,11.6,16.3,69.9,43,3.1,4981,0.6,4.7,1363,2,1,0,0
10670,47,5,2,4.1,39.6,260.1,151,1.7,1022,5.4,4.5,1899,2,0,1,0
10671,22,4,6,3.6,27.5,106.5,47,4.3,1949,5.6,1.4,511,1,0,0,0
10672,46,5,9,10.8,33.7,269.3,56,3.7,536,2.2,2.4,212,2,1,0,0
10673,33,4,3,9.8,2.8,109.6,57,2.2,612,2.5,2.2,1959,3,0,1,0
10674,59,7,2,3.8,6.4,149.2,162,1.0,4572,7.5,3.3,312,3,0,1,0
10675,16,5,1,6.7,31.4,120.3,92,1.7,8492,3.3,1.3,275,0,0,1,0
10676,53,7,8,2.0,34.6,74.1,25,4.1,6089,3.8,3.2,327,3,1,0,0
10677,27,3,8,2.6,26.1,153.9,182,3.7,2289,5.6,0.5,397,2,0,1,0
10678,29,6,1,5.8,3.1,54.0,76,4.1,4016,3.3,3.6,269,2,0,0,0
10679,53,2,9,8.4,44.9,6.9,148,4.6,9091,6.2,4.7,1094,2,0,1,0
10680,23,8,5,4.9,15.5,66.0,19,5.8,2458,3.9,1.8,758,3,0,0,0
10681,56,5,3,9.3,47.8,267.8,172,1.1,3974,0.9,4.7,902,1,0,1,0
10682,41,9,3,11.7,34.9,96.5,88,1.8,3296,3.4,1.1,1887,1,1,0,0
10683,52,1,0,3.9,10.6,147.7,76,5.0,9778,4.1,4.5,167,4,0,0,1
10684,27,3,3,11.1,16.2,72.4,142,4.2,4957,5.7,2.9,1606,4,0,1,0
10685,31,6,4,9.9,42.2,24.1,147,5.3,5674,0.7,1.7,1498,3,1,0,0
10686,49,2,6,3.7,14.4,235.2,185,2.5,7017,7.9,1.9,660,1,0,0,0
10687,60,4,8,6.3,32.4,253.9,158,3.0,1260,8.0,3.3,1032,4,0,0,0
10688,16,4,5,4.9,17.6,145.9,104,1.5,2629,5.1,3.4,864,2,1,0,0
10689,24,0,6,8.9,33.7,291.3,78,5.8,343,3.8,4.0,1161,1,1,0,0
10690,50,8,9,6.2,20.9,188.0,80,5.4,8124,7.0,1.5,1096,2,0,1,0
10691,58,6,8,10.7,39.0,178.8,33,3.3,4066,4.0,2.6,103,4,1,0,0
10692,25,3,6,8.7,43.4,214.6,103,3.1,8343,2.8,2.5,553,3,0,0,0
10693,47,6,3,1.4,1.2,33.9,164,4.7,1585,4.2,3.6,1907,1,1,0,0
10694,45,9,7,2.9,49.2,195.7,198,2.6,438,1.8,1.4,1354,4,1,0,0
10695,51,9,3,4.6,8.9,43.6,133,3.0,1301,7.2,1.8,1843,0,0,0,0
10696,16,5,4,7.9,35.2,149.5,153,3.1,7436,5.5,1.2,1513,2,0,1,0
10697,41,8,0,3.3,49.7,222.9,28,2.4,3975,6.3,1.8,1132,4,0,1,1
10698,40,3,1,2.7,17.8,85.5,68,0.5,892,0.8,4.9,1406,3,0,1,0
10699,52,3,5,1.5,6.7,268.7,103,0.9,7486,4.8,4.8,194,3,1,0,0
10700,17,8,2,7.7,2.9,299.9,34,2.4,6387,1.2,2.0,1147,1,1,0,0
10701,43,2,1,3.5,9.3,287.7,46,0.8,5982,2.6,0.6,1376,0,0,1,0
10702,32,2,9,10.1,8.1,9.3,27,4.5,1300,5.7,2.1,810,0,0,0,0
